Model,Make,YOM,Used,Transmission,Mileage,Location,Price,Age,Fuel_Type
Probox,Toyota,2014,Kenyan Used,Automatic,102888,Nairobi,950000,10,Petrol
Land,Toyota,2013,Kenyan Used,Automatic,55800,Nairobi,6500000,11,Petrol
Alphard,Toyota,2009,Kenyan Used,Automatic,126000,Nairobi,980000,15,Petrol
Rush,Toyota,2008,Kenyan Used,Automatic,102126,Nairobi,1000000,16,Petrol
Harrier,Toyota,2006,Kenyan Used,Automatic,96524,Nairobi,1150000,18,Petrol
Vanguard,Toyota,2010,Kenyan Used,Automatic,120000,Nairobi,1700000,14,Petrol
Axio,Toyota,2012,Kenyan Used,Automatic,125412,Mombasa,780000,12,Petrol
Land,Toyota,2004,Kenyan Used,Automatic,175000,Nairobi,2650000,20,Petrol
Noah,Toyota,2012,Kenyan Used,Automatic,102000,Mombasa,1470000,12,Petrol
Allion,Toyota,2010,Kenyan Used,Automatic,76907,Mombasa,990000,14,Petrol
Sienta,Toyota,2009,Kenyan Used,Automatic,116000,Nairobi,640000,15,Petrol
Noah,Toyota,2009,Kenyan Used,Automatic,136000,Nairobi,920000,15,Petrol
Hilux,Toyota,2011,Kenyan Used,Automatic,122352,Nairobi,2380000,13,Petrol
Corolla,Toyota,2008,Kenyan Used,Automatic,112023,Nairobi,780000,16,Petrol
Harrier,Toyota,2003,Kenyan Used,Automatic,121364,Kiambu,670000,21,Petrol
RAV4,Toyota,2006,Kenyan Used,Automatic,214000,Nairobi,930000,18,Petrol
Fielder,Toyota,2014,Kenyan Used,Automatic,77000,Nairobi,950000,10,Petrol
Alphard,Toyota,2009,Kenyan Used,Automatic,136000,Nairobi,1150000,15,Petrol
Probox,Toyota,2012,Kenyan Used,Automatic,78000,Mombasa,820000,12,Petrol
Crown,Toyota,2008,Kenyan Used,Automatic,120000,Mombasa,750000,16,Petrol
Hilux,Toyota,2014,Kenyan Used,Manual,81000,Nairobi,2400000,10,Petrol
Premio,Toyota,2014,Kenyan Used,Automatic,28000,Nairobi,1750000,10,Petrol
Hilux,Toyota,2012,Kenyan Used,Manual,173704,Nairobi,1495000,12,Petrol
Fielder,Toyota,2014,Kenyan Used,Manual,45697,Mombasa,1600000,10,Petrol
Fielder,Toyota,2005,Kenyan Used,Automatic,132000,Nairobi,675000,19,Petrol
Noah,Toyota,2014,Kenyan Used,Automatic,54123,Mombasa,1900000,10,Petrol
Harrier,Toyota,2008,Kenyan Used,Automatic,133652,Nairobi,1480000,16,Petrol
Voxy,Toyota,2011,Kenyan Used,Automatic,138963,Nairobi,1100000,13,Petrol
Premio,Toyota,2008,Kenyan Used,Automatic,130000,Mombasa,950000,16,Petrol
Mark,Toyota,2012,Kenyan Used,Automatic,130000,Mombasa,1280000,12,Petrol
RAV4,Toyota,2008,Kenyan Used,Automatic,128500,Nairobi,1450000,16,Petrol
IST,Toyota,2004,Kenyan Used,Automatic,112890,Nairobi,510000,20,Petrol
Mark,Toyota,2013,Kenyan Used,Automatic,31087,Mombasa,1450000,11,Petrol
Axio,Toyota,2008,Kenyan Used,Automatic,110000,Nairobi,790000,16,Petrol
Sienta,Toyota,2004,Kenyan Used,Automatic,180000,Nakuru,470000,20,Petrol
Vanguard,Toyota,2011,Kenyan Used,Automatic,115000,Nairobi,1750000,13,Petrol
Probox,Toyota,2014,Kenyan Used,Automatic,160420,Nairobi,800000,10,Petrol
Hilux,Toyota,2009,Kenyan Used,Automatic,113000,Nairobi,2100000,15,Petrol
Land,Toyota,2007,Kenyan Used,Automatic,132000,Nairobi,2480000,17,Petrol
Alphard,Toyota,2014,Kenyan Used,Automatic,98075,Kiambu,900000,10,Petrol
Land,Toyota,2008,Kenyan Used,Automatic,127000,Nairobi,2650000,16,Petrol
Land,Toyota,2008,Kenyan Used,Automatic,142142,Mombasa,5300000,16,Petrol
Vitz,Toyota,2013,Kenyan Used,Automatic,91000,Nairobi,690000,11,Petrol
Land,Toyota,2012,Kenyan Used,Automatic,90000,Nairobi,3580000,12,Petrol
Fielder,Toyota,2011,Kenyan Used,Automatic,146500,Nairobi,895000,13,Petrol
Axio,Toyota,2008,Kenyan Used,Automatic,163200,Nairobi,700000,16,Petrol
Sienta,Toyota,2010,Kenyan Used,Automatic,127000,Nairobi,635000,14,Petrol
Mark,Toyota,2014,Kenyan Used,Automatic,87000,Mombasa,1350000,10,Petrol
Probox,Toyota,2013,Kenyan Used,Automatic,88000,Mombasa,745000,11,Petrol
Allion,Toyota,2010,Kenyan Used,Automatic,79000,Kiambu,1200000,14,Petrol
IST,Toyota,2003,Kenyan Used,Automatic,124454,Nairobi,510000,21,Petrol
Mark,Toyota,2008,Kenyan Used,Automatic,132536,Nairobi,750000,16,Petrol
Rush,Toyota,2008,Kenyan Used,Automatic,146000,Nairobi,920000,16,Petrol
Land,Toyota,2008,Kenyan Used,Automatic,133000,Nairobi,2600000,16,Petrol
Land,Toyota,2009,Kenyan Used,Automatic,121000,Nairobi,2890000,15,Petrol
Passo,Toyota,2014,Kenyan Used,Automatic,81254,Mombasa,780000,10,Petrol
Harrier,Toyota,2008,Kenyan Used,Automatic,165000,Nairobi,1650000,16,Petrol
Probox,Toyota,2015,Kenyan Used,Automatic,95000,Nairobi,970000,9,Petrol
Land,Toyota,2008,Kenyan Used,Automatic,298314,Nairobi,2100000,16,Petrol
Harrier,Toyota,2001,Kenyan Used,Automatic,175000,Mombasa,730000,23,Petrol
Belta,Toyota,2008,Kenyan Used,Automatic,121025,Nairobi,550000,16,Petrol
Noah,Toyota,2008,Kenyan Used,Automatic,93258,Mombasa,720000,16,Petrol
Premio,Toyota,2008,Kenyan Used,Automatic,207656,Nairobi,920000,16,Petrol
Wish,Toyota,2009,Kenyan Used,Automatic,142000,Nairobi,840000,15,Petrol
Land,Toyota,2009,Kenyan Used,Automatic,102085,Nairobi,3100000,15,Petrol
Rush,Toyota,2007,Kenyan Used,Automatic,85776,Mombasa,780000,17,Petrol
Land,Toyota,2003,Kenyan Used,Automatic,149000,Nairobi,1850000,21,Petrol
Allion,Toyota,2004,Kenyan Used,Automatic,139000,Nairobi,595000,20,Petrol
Allion,Toyota,2004,Kenyan Used,Automatic,119980,Nairobi,550000,20,Petrol
Noah,Toyota,2006,Kenyan Used,Automatic,143000,Nairobi,565000,18,Petrol
Land,Toyota,2010,Kenyan Used,Automatic,956248,Mombasa,2950000,14,Petrol
Mark,Toyota,2012,Kenyan Used,Automatic,65236,Mombasa,1080000,12,Petrol
Fortuner,Toyota,2008,Kenyan Used,Manual,145000,Nairobi,2150000,16,Petrol
Vanguard,Toyota,2009,Kenyan Used,Automatic,143253,Mombasa,1650000,15,Petrol
Axio,Toyota,2012,Kenyan Used,Automatic,98000,Nairobi,855000,12,Petrol
Auris,Toyota,2011,Kenyan Used,Automatic,151326,Nairobi,1050000,13,Petrol
Land,Toyota,2008,Kenyan Used,Automatic,110000,Nairobi,5500000,16,Petrol
Vanguard,Toyota,2010,Kenyan Used,Automatic,98675,Nairobi,1950000,14,Petrol
Wish,Toyota,2012,Kenyan Used,Automatic,120000,Mombasa,1030000,12,Petrol
Allion,Toyota,2009,Kenyan Used,Automatic,120000,Nairobi,790000,15,Petrol
Axio,Toyota,2012,Kenyan Used,Automatic,137000,Nairobi,895000,12,Petrol
Rush,Toyota,2008,Kenyan Used,Automatic,126000,Nairobi,999000,16,Petrol
Wish,Toyota,2010,Kenyan Used,Automatic,99158,Nairobi,865000,14,Petrol
Mark,Toyota,2012,Kenyan Used,Automatic,115000,Nairobi,1250000,12,Petrol
Auris,Toyota,2014,Kenyan Used,Automatic,120000,Mombasa,1080000,10,Petrol
Axio,Toyota,2009,Kenyan Used,Automatic,174532,Nairobi,560000,15,Petrol
Sienta,Toyota,2014,Kenyan Used,Automatic,181000,Nairobi,930000,10,Petrol
Allion,Toyota,2011,Kenyan Used,Automatic,120142,Mombasa,850000,13,Petrol
Allion,Toyota,2009,Kenyan Used,Automatic,77208,Mombasa,790000,15,Petrol
Voxy,Toyota,2010,Kenyan Used,Automatic,108000,Nairobi,1050000,14,Petrol
Harrier,Toyota,2014,Kenyan Used,Automatic,125076,Nairobi,3050000,10,Petrol
Hilux,Toyota,2010,Kenyan Used,Automatic,119412,Mombasa,1900000,14,Petrol
Vitz,Toyota,2013,Kenyan Used,Automatic,109000,Nairobi,665000,11,Petrol
Hilux,Toyota,2014,Kenyan Used,Manual,134065,Nairobi,1750000,10,Petrol
Allion,Toyota,2009,Kenyan Used,Automatic,101423,Mombasa,770000,15,Petrol
Hilux,Toyota,2014,Kenyan Used,Manual,121763,Kiambu,2150000,10,Petrol
Voxy,Toyota,2009,Kenyan Used,Automatic,141000,Nairobi,880000,15,Petrol
IST,Toyota,2010,Kenyan Used,Automatic,142123,Mombasa,600000,14,Petrol
Belta,Toyota,2010,Kenyan Used,Automatic,126000,Nairobi,570000,14,Petrol
Noah,Toyota,2013,Kenyan Used,Automatic,86521,Nairobi,1530000,11,Petrol
Vitz,Toyota,2007,Kenyan Used,Automatic,159000,Nairobi,460000,17,Petrol
Wish,Toyota,2009,Kenyan Used,Automatic,150000,Nairobi,910000,15,Petrol
Premio,Toyota,2010,Kenyan Used,Automatic,93123,Mombasa,900000,14,Petrol
FJ,Toyota,2011,Kenyan Used,Automatic,900000,Nairobi,3199000,13,Petrol
Hilux,Toyota,2014,Kenyan Used,Automatic,78089,Mombasa,2700000,10,Petrol
IST,Toyota,2009,Kenyan Used,Automatic,101000,Mombasa,690000,15,Petrol
Land,Toyota,2006,Kenyan Used,Automatic,138000,Nairobi,1800000,18,Petrol
Vanguard,Toyota,2011,Kenyan Used,Automatic,120822,Nairobi,1750000,13,Petrol
Sienta,Toyota,2009,Kenyan Used,Automatic,845854,Kiambu,520000,15,Petrol
Crown,Toyota,2007,Kenyan Used,Automatic,132411,Nairobi,785000,17,Petrol
ISIS,Toyota,2006,Kenyan Used,Automatic,102358,Nairobi,650000,18,Petrol
Vanguard,Toyota,2010,Kenyan Used,Automatic,125123,Mombasa,1100000,14,Petrol
Hilux,Toyota,2006,Kenyan Used,Manual,129680,Nairobi,1380000,18,Petrol
Land,Toyota,2002,Kenyan Used,Automatic,143585,Nairobi,1350000,22,Petrol
Belta,Toyota,2012,Kenyan Used,Automatic,120000,Mombasa,640000,12,Petrol
Vellfire,Toyota,2010,Kenyan Used,Automatic,122762,Mombasa,1200000,14,Petrol
Vanguard,Toyota,2011,Kenyan Used,Automatic,164000,Nairobi,1790000,13,Petrol
Premio,Toyota,2001,Kenyan Used,Automatic,185000,Nairobi,545000,23,Petrol
Premio,Toyota,2012,Kenyan Used,Automatic,85075,Nairobi,1280000,12,Petrol
Hilux,Toyota,2014,Kenyan Used,Manual,117000,Mombasa,2400000,10,Petrol
Land,Toyota,2005,Kenyan Used,Automatic,77000,Mombasa,1950000,19,Petrol
Harrier,Toyota,2009,Kenyan Used,Automatic,218494,Machakos,1850000,15,Petrol
Land,Toyota,2007,Kenyan Used,Automatic,150000,Nairobi,2250000,17,Petrol
Harrier,Toyota,2008,Kenyan Used,Automatic,112000,Nairobi,1650000,16,Petrol
Premio,Toyota,2007,Kenyan Used,Automatic,313975,Nyeri,850000,17,Petrol
Crown,Toyota,2012,Kenyan Used,Automatic,93000,Nairobi,1400000,12,Petrol
Harrier,Toyota,2009,Kenyan Used,Automatic,247091,Kiambu,1500000,15,Petrol
Fielder,Toyota,2011,Kenyan Used,Automatic,103523,Nairobi,960000,13,Petrol
Probox,Toyota,2011,Kenyan Used,Automatic,135000,Mombasa,730000,13,Petrol
Hilux,Toyota,2016,Kenyan Used,Manual,112000,Nairobi,3399000,8,Petrol
Corolla,Toyota,2009,Kenyan Used,Automatic,129000,Mombasa,770000,15,Petrol
Harrier,Toyota,2009,Kenyan Used,Automatic,106000,Nairobi,1920000,15,Petrol
RAV4,Toyota,2002,Kenyan Used,Automatic,186000,Nairobi,705000,22,Petrol
Belta,Toyota,2010,Kenyan Used,Automatic,100000,Nairobi,285000,14,Petrol
Land,Toyota,2010,Kenyan Used,Automatic,120369,Nairobi,3150000,14,Petrol
Land,Toyota,2005,Kenyan Used,Automatic,109490,Nairobi,2350000,19,Petrol
Probox,Toyota,2013,Kenyan Used,Automatic,90518,Nairobi,835000,11,Petrol
Premio,Toyota,2008,Kenyan Used,Automatic,95000,Nairobi,920000,16,Petrol
Vitz,Toyota,2012,Kenyan Used,Automatic,135000,Nairobi,640000,12,Petrol
Axio,Toyota,2010,Kenyan Used,Automatic,122000,Nairobi,920000,14,Petrol
Fielder,Toyota,2011,Kenyan Used,Automatic,147996,Nairobi,960000,13,Petrol
Vanguard,Toyota,2011,Kenyan Used,Automatic,115000,Nairobi,1600000,13,Petrol
Hilux,Toyota,2018,Kenyan Used,Manual,70232,Nairobi,2250000,6,Petrol
Crown,Toyota,2008,Kenyan Used,Automatic,128000,Nairobi,685000,16,Petrol
Probox,Toyota,2013,Kenyan Used,Automatic,124000,Nairobi,850000,11,Petrol
Passo,Toyota,2011,Kenyan Used,Automatic,156000,Kiambu,485000,13,Petrol
Land,Toyota,2012,Kenyan Used,Automatic,141639,Nairobi,2500000,12,Petrol
Hilux,Toyota,2007,Kenyan Used,Manual,124000,Nairobi,1430000,17,Petrol
Hilux,Toyota,2009,Kenyan Used,Automatic,112534,Nairobi,1950000,15,Petrol
Land,Toyota,2013,Kenyan Used,Automatic,67000,Mombasa,6500000,11,Petrol
Succeed,Toyota,2012,Kenyan Used,Automatic,98742,Mombasa,790000,12,Petrol
Passo,Toyota,2010,Kenyan Used,Automatic,200067,Nairobi,430000,14,Petrol
Land,Toyota,2007,Kenyan Used,Automatic,103780,Nairobi,2150000,17,Petrol
Premio,Toyota,2006,Kenyan Used,Automatic,165369,Nyeri,850000,18,Petrol
Fielder,Toyota,2014,Kenyan Used,Automatic,92000,Nairobi,1000000,10,Petrol
Vitz,Toyota,2012,Kenyan Used,Automatic,111000,Nairobi,660000,12,Petrol
Land,Toyota,2014,Kenyan Used,Automatic,175000,Nairobi,4550000,10,Petrol
Vitz,Toyota,2001,Kenyan Used,Automatic,146000,Kiambu,430000,23,Petrol
IST,Toyota,2004,Kenyan Used,Automatic,174000,Kiambu,450000,20,Petrol
Fielder,Toyota,2003,Kenyan Used,Automatic,156000,Nairobi,550000,21,Petrol
Axio,Toyota,2010,Kenyan Used,Automatic,125000,Nairobi,810000,14,Petrol
Harrier,Toyota,2009,Kenyan Used,Automatic,153000,Nairobi,1595000,15,Petrol
Land,Toyota,2004,Kenyan Used,Automatic,105369,Nairobi,2450000,20,Petrol
Voxy,Toyota,2012,Kenyan Used,Automatic,84712,Mombasa,1000000,12,Petrol
Vitz,Toyota,2009,Kenyan Used,Automatic,99000,Nairobi,530000,15,Petrol
Vitz,Toyota,2007,Kenyan Used,Automatic,200000,Murang'a,445000,17,Petrol
Crown,Toyota,2012,Kenyan Used,Automatic,142752,Mombasa,1400000,12,Petrol
Allion,Toyota,2008,Kenyan Used,Automatic,123839,Nairobi,700000,16,Petrol
Vitz,Toyota,2012,Kenyan Used,Automatic,28000,Mombasa,610000,12,Petrol
TownAce,Toyota,2005,Kenyan Used,Automatic,155000,Kiambu,630000,19,Petrol
Allion,Toyota,2011,Kenyan Used,Automatic,102000,Nairobi,1085000,13,Petrol
Harrier,Toyota,2014,Kenyan Used,Automatic,62000,Nairobi,3000000,10,Petrol
Land,Toyota,2012,Kenyan Used,Automatic,118000,Nairobi,4995000,12,Petrol
Passo,Toyota,2011,Kenyan Used,Automatic,100000,Kiambu,480000,13,Petrol
Hilux,Toyota,2018,Kenyan Used,Manual,46000,Nairobi,3150000,6,Petrol
Corolla,Toyota,2003,Kenyan Used,Manual,123000,Kiambu,380000,21,Petrol
Land,Toyota,2012,Kenyan Used,Automatic,123000,Mombasa,3600000,12,Petrol
Axio,Toyota,2012,Kenyan Used,Automatic,101000,Nairobi,890000,12,Petrol
Land,Toyota,2006,Kenyan Used,Automatic,191751,Mombasa,2500000,18,Petrol
Probox,Toyota,2015,Kenyan Used,Automatic,125217,Nairobi,895000,9,Petrol
Hilux,Toyota,2007,Kenyan Used,Manual,300000,Mombasa,1200000,17,Petrol
Probox,Toyota,2004,Kenyan Used,Automatic,156000,Nyeri,520000,20,Petrol
Vitz,Toyota,2010,Kenyan Used,Automatic,145000,Nairobi,495000,14,Petrol
Probox,Toyota,2012,Kenyan Used,Automatic,103241,Nairobi,720000,12,Petrol
Vitz,Toyota,2010,Kenyan Used,Automatic,149000,Nairobi,530000,14,Petrol
Wish,Toyota,2003,Kenyan Used,Automatic,283045,Nairobi,590000,21,Petrol
Land,Toyota,2019,Kenyan Used,Manual,38000,Nairobi,5800000,5,Petrol
Hilux,Toyota,2006,Kenyan Used,Manual,129638,Nairobi,1720000,18,Petrol
Premio,Toyota,2006,Kenyan Used,Automatic,123000,Nairobi,730000,18,Petrol
Fielder,Toyota,2006,Kenyan Used,Automatic,123023,Nairobi,695000,18,Petrol
Land,Toyota,2012,Kenyan Used,Automatic,88000,Nairobi,4000000,12,Petrol
Vitz,Toyota,2009,Kenyan Used,Automatic,160000,Nairobi,460000,15,Petrol
Allion,Toyota,2010,Kenyan Used,Automatic,145000,Nairobi,845000,14,Petrol
TownAce,Toyota,2006,Kenyan Used,Automatic,143000,Nairobi,890000,18,Petrol
Land,Toyota,2010,Kenyan Used,Automatic,112000,Nairobi,3250000,14,Petrol
Hilux,Toyota,2016,Kenyan Used,Manual,83000,Nairobi,3200000,8,Petrol
Allion,Toyota,2007,Kenyan Used,Automatic,156123,Nairobi,699000,17,Petrol
Fielder,Toyota,2008,Kenyan Used,Automatic,165000,Nairobi,780000,16,Petrol
Probox,Toyota,2012,Kenyan Used,Automatic,121996,Nairobi,750000,12,Petrol
Passo,Toyota,2009,Kenyan Used,Automatic,129000,Nairobi,655000,15,Petrol
Noah,Toyota,2009,Kenyan Used,Automatic,150000,Mombasa,650000,15,Petrol
Premio,Toyota,2001,Kenyan Used,Automatic,128442,Nairobi,555000,23,Petrol
Hilux,Toyota,2013,Kenyan Used,Manual,128613,Mombasa,1800000,11,Petrol
Hilux,Toyota,2011,Kenyan Used,Automatic,123212,Nairobi,1480000,13,Petrol
Axio,Toyota,2008,Kenyan Used,Automatic,155000,Nairobi,660000,16,Petrol
TownAce,Toyota,2004,Kenyan Used,Automatic,124000,Nairobi,530000,20,Petrol
Hilux,Toyota,2014,Kenyan Used,Automatic,87653,Nairobi,3200000,10,Petrol
Fielder,Toyota,2006,Kenyan Used,Automatic,123023,Nairobi,695000,18,Petrol
Vitz,Toyota,2009,Kenyan Used,Automatic,130000,Nairobi,400000,15,Petrol
Premio,Toyota,2004,Kenyan Used,Automatic,121000,Nairobi,650000,20,Petrol
Ractis,Toyota,2013,Kenyan Used,Automatic,120000,Mombasa,830000,11,Petrol
Noah,Toyota,2007,Kenyan Used,Automatic,155000,Nairobi,700000,17,Petrol
Sienta,Toyota,2014,Kenyan Used,Automatic,129000,Nairobi,970000,10,Petrol
Land,Toyota,2010,Kenyan Used,Manual,126000,Mombasa,3400000,14,Petrol
Vitz,Toyota,2009,Kenyan Used,Automatic,130000,Nairobi,400000,15,Petrol
IST,Toyota,2005,Kenyan Used,Automatic,122528,Nairobi,535000,19,Petrol
Rush,Toyota,2008,Kenyan Used,Automatic,121424,Nairobi,980000,16,Petrol
Noah,Toyota,2005,Kenyan Used,Automatic,148000,Kiambu,470000,19,Petrol
Corolla,Toyota,2002,Kenyan Used,Automatic,134802,Nairobi,630000,22,Petrol
Land,Toyota,2005,Kenyan Used,Automatic,113000,Nairobi,1850000,19,Petrol
Auris,Toyota,2012,Kenyan Used,Automatic,127389,Nairobi,960000,12,Petrol
TownAce,Toyota,2015,Kenyan Used,Automatic,153490,Nairobi,765000,9,Petrol
Land,Toyota,2007,Kenyan Used,Automatic,121000,Nairobi,2300000,17,Petrol
Noah,Toyota,2013,Kenyan Used,Automatic,115232,Nairobi,1295000,11,Petrol
Hilux,Toyota,2008,Kenyan Used,Manual,122000,Nairobi,1180000,16,Petrol
Ractis,Toyota,2010,Kenyan Used,Automatic,99000,Nairobi,570000,14,Petrol
Premio,Toyota,2008,Kenyan Used,Automatic,131412,Mombasa,860000,16,Petrol
Vanguard,Toyota,2013,Kenyan Used,Automatic,138000,Mombasa,2100000,11,Petrol
Probox,Toyota,2010,Kenyan Used,Automatic,149000,Kiambu,550000,14,Petrol
Hilux,Toyota,2010,Kenyan Used,Manual,175428,Nairobi,1280000,14,Petrol
Fielder,Toyota,2011,Kenyan Used,Automatic,125838,Nairobi,970000,13,Petrol
Vitz,Toyota,2010,Kenyan Used,Automatic,152000,Kiambu,490000,14,Petrol
TownAce,Toyota,2005,Kenyan Used,Automatic,120000,Nairobi,530000,19,Petrol
Passo,Toyota,2012,Kenyan Used,Automatic,97153,Nairobi,630000,12,Petrol
Hilux,Toyota,2016,Kenyan Used,Manual,89000,Nairobi,2450000,8,Petrol
Harrier,Toyota,2016,Kenyan Used,Automatic,49500,Mombasa,3000000,8,Petrol
Passo,Toyota,2011,Kenyan Used,Automatic,85000,Nairobi,480000,13,Petrol
Premio,Toyota,2011,Kenyan Used,Automatic,111000,Nairobi,1200000,13,Petrol
Land,Toyota,2012,Kenyan Used,Manual,250000,Nairobi,3000000,12,Petrol
TownAce,Toyota,2013,Kenyan Used,Automatic,164000,Mombasa,680000,11,Petrol
Fielder,Toyota,2009,Kenyan Used,Automatic,121000,Nairobi,830000,15,Petrol
Fielder,Toyota,2002,Kenyan Used,Automatic,196532,Nairobi,460000,22,Petrol
RAV4,Toyota,2009,Kenyan Used,Manual,100000,Nairobi,420000,15,Petrol
Premio,Toyota,2012,Kenyan Used,Automatic,108000,Nairobi,1300000,12,Petrol
Land,Toyota,2009,Kenyan Used,Automatic,115454,Nairobi,4600000,15,Petrol
Allion,Toyota,2009,Kenyan Used,Automatic,120000,Kiambu,750000,15,Petrol
Fielder,Toyota,2012,Kenyan Used,Automatic,101745,Nairobi,985000,12,Petrol
Fielder,Toyota,2008,Kenyan Used,Automatic,96000,Nairobi,780000,16,Petrol
Allion,Toyota,2009,Kenyan Used,Automatic,121000,Mombasa,950000,15,Petrol
Allion,Toyota,2012,Kenyan Used,Automatic,121000,Mombasa,1120000,12,Petrol
TownAce,Toyota,2003,Kenyan Used,Manual,183000,Kitui,560000,21,Petrol
Land,Toyota,2018,Kenyan Used,Manual,92000,Nairobi,5500000,6,Petrol
Corolla,Toyota,2002,Kenyan Used,Automatic,135000,Nairobi,499000,22,Petrol
Fortuner,Toyota,2013,Kenyan Used,Manual,115111,Nairobi,2100000,11,Petrol
Mark,Toyota,2010,Kenyan Used,Automatic,75000,Nairobi,1020000,14,Petrol
Axio,Toyota,2009,Kenyan Used,Automatic,145000,Nyeri,680000,15,Petrol
Premio,Toyota,2002,Kenyan Used,Automatic,152000,Kiambu,610000,22,Petrol
Axio,Toyota,2013,Kenyan Used,Automatic,70000,Mombasa,960000,11,Petrol
Probox,Toyota,2014,Kenyan Used,Automatic,863254,Nyeri,880000,10,Petrol
Ractis,Toyota,2012,Kenyan Used,Automatic,87502,Nairobi,825000,12,Petrol
Premio,Toyota,2011,Kenyan Used,Automatic,112308,Nairobi,1240000,13,Petrol
Harrier,Toyota,2006,Kenyan Used,Automatic,118000,Nairobi,1350000,18,Petrol
Probox,Toyota,2011,Kenyan Used,Automatic,164184,Nairobi,625000,13,Petrol
Vitz,Toyota,2011,Kenyan Used,Automatic,99800,Mombasa,620000,13,Petrol
Noah,Toyota,2006,Kenyan Used,Automatic,126000,Nairobi,685000,18,Petrol
Noah,Toyota,2011,Kenyan Used,Automatic,89412,Mombasa,1050000,13,Petrol
Land,Toyota,2007,Kenyan Used,Automatic,175000,Nairobi,3450000,17,Petrol
IST,Toyota,2005,Kenyan Used,Automatic,152000,Nairobi,425000,19,Petrol
Hilux,Toyota,2002,Kenyan Used,Manual,189000,Nairobi,1080000,22,Petrol
Passo,Toyota,2008,Kenyan Used,Automatic,156031,Nairobi,380000,16,Petrol
Harrier,Toyota,2008,Kenyan Used,Automatic,155000,Nairobi,1300000,16,Petrol
Mark,Toyota,2004,Kenyan Used,Automatic,100000,Mombasa,480000,20,Petrol
Wish,Toyota,2004,Kenyan Used,Automatic,194000,Kirinyaga,630000,20,Petrol
Mark,Toyota,2007,Kenyan Used,Automatic,120000,Kiambu,670000,17,Petrol
Auris,Toyota,2009,Kenyan Used,Automatic,186000,Nairobi,780000,15,Petrol
Probox,Toyota,2016,Kenyan Used,Automatic,89000,Nairobi,990000,8,Petrol
Premio,Toyota,2011,Kenyan Used,Automatic,105494,Nairobi,1000000,13,Petrol
Fielder,Toyota,2008,Kenyan Used,Automatic,139500,Nairobi,780000,16,Petrol
Vitz,Toyota,2010,Kenyan Used,Automatic,120000,Mombasa,480000,14,Petrol
Land,Toyota,2012,Kenyan Used,Manual,118444,Nairobi,2950000,12,Petrol
Vanguard,Toyota,2009,Kenyan Used,Automatic,122000,Mombasa,1390000,15,Petrol
Premio,Toyota,2007,Kenyan Used,Automatic,120000,Nandi,750000,17,Petrol
Allion,Toyota,2005,Kenyan Used,Automatic,240000,Kirinyaga,565000,19,Petrol
Probox,Toyota,2012,Kenyan Used,Automatic,125000,Nairobi,655000,12,Petrol
Hilux,Toyota,2014,Kenyan Used,Automatic,98000,Nairobi,1400000,10,Petrol
Hilux,Toyota,2009,Kenyan Used,Automatic,166000,Nairobi,1650000,15,Petrol
Land,Toyota,2008,Kenyan Used,Automatic,130000,Mombasa,2350000,16,Petrol
Succeed,Toyota,2005,Kenyan Used,Automatic,156325,Nairobi,480000,19,Petrol
Land,Toyota,2011,Kenyan Used,Automatic,102864,Nairobi,4999999,13,Petrol
Spade,Toyota,2014,Kenyan Used,Automatic,108955,Kiambu,950000,10,Petrol
Probox,Toyota,2011,Kenyan Used,Automatic,108000,Mombasa,550000,13,Petrol
Noah,Toyota,2012,Kenyan Used,Automatic,98123,Mombasa,1060000,12,Petrol
Mark,Toyota,2005,Kenyan Used,Automatic,153000,Mombasa,700000,19,Petrol
Succeed,Toyota,2007,Kenyan Used,Automatic,289239,Nyeri,530000,17,Petrol
Land,Toyota,2010,Kenyan Used,Automatic,105369,Nairobi,3300000,14,Petrol
Axio,Toyota,2010,Kenyan Used,Automatic,129423,Nairobi,795000,14,Petrol
Passo,Toyota,2011,Kenyan Used,Automatic,84159,Nairobi,520000,13,Petrol
Land,Toyota,2006,Kenyan Used,Automatic,123523,Nairobi,2480000,18,Petrol
Fielder,Toyota,2007,Kenyan Used,Automatic,179000,Nairobi,720000,17,Petrol
Axio,Toyota,2010,Kenyan Used,Automatic,129423,Nairobi,795000,14,Petrol
Succeed,Toyota,2008,Kenyan Used,Automatic,137055,Nairobi,640000,16,Petrol
Passo,Toyota,2009,Kenyan Used,Automatic,139000,Nairobi,635000,15,Petrol
Probox,Toyota,2012,Kenyan Used,Automatic,133000,Kiambu,665000,12,Petrol
Ractis,Toyota,2011,Kenyan Used,Automatic,124080,Nairobi,620000,13,Petrol
